area_name,pctdem2016,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr,Obama,Romney,population2014,population2010,population_change,age65plus,White,Black,Hispanic,NonEnglish,Edu_highschool,Edu_batchelors,Income,Poverty,Density
Jackson County,0.287847795,13087,31204,45465,MS,0.31349158,0.674822479,141137,139668,1.1,14.2,0.733,0.221,0.055,6.4,86.3,19.6,23879,15.9,193.2
Jasper County,0.515706188,4367,4032,8468,MS,0.545717345,0.448929336,16601,17062,-2.7,18,0.464,0.524,0.012,1.1,76.6,12.9,18075,22.1,25.2
Jefferson County,0.864731796,3337,489,3859,MS,0.88742727,0.109031116,7599,7732,-1.7,13.9,0.141,0.851,0.005,0.4,79.7,19.9,12723,40,14.9
Jefferson Davis County,0.596440596,3720,2466,6237,MS,0.618615896,0.368540345,11822,12480,-5.3,19.3,0.387,0.599,0.012,1.2,78,14.4,16216,27,30.6
Jones County,0.274265487,7748,20076,28250,MS,0.304480991,0.68696318,68290,67761,0.8,15.5,0.687,0.293,0.043,5.3,78.7,16.8,19519,23,97.5
Kemper County,0.609398577,2827,1778,4639,MS,0.641132225,0.354117181,10163,10461,-2.8,17.2,0.351,0.604,0.008,3.8,75.9,10.4,13795,33.3,13.6
Lafayette County,0.405661338,7968,10872,19642,MS,0.412890466,0.568436973,52930,47359,11.8,11.3,0.72,0.237,0.023,4.6,86.3,37.2,21388,25.6,75
Lamar County,0.208610778,5044,18493,24179,MS,0.221115013,0.766988586,60099,55675,7.9,11.6,0.764,0.206,0.025,3.3,90.3,33.1,26345,17.4,112
Lauderdale County,0.376635482,10910,17574,28967,MS,0.418429153,0.573329362,79739,80261,-0.7,15.1,0.548,0.429,0.022,3.1,84.1,18.9,21346,24.1,114.1
Lawrence County,0.344604203,2181,4072,6329,MS,0.363608748,0.630771567,12502,12929,-3.3,16.2,0.67,0.314,0.019,1.3,82.3,12.9,20655,18.8,30
Leake County,0.424253201,3579,4775,8436,MS,0.454361823,0.540714556,23193,23803,-2.6,14.4,0.5,0.419,0.042,6.1,74.9,10.7,16780,27.7,40.8
Lee County,0.301338588,9635,21695,31974,MS,0.350464162,0.6403399,85246,82910,2.8,14.3,0.69,0.287,0.025,4.4,82.9,21.8,21799,18.3,184.3
Leflore County,0.697992891,6677,2757,9566,MS,0.72612069,0.268534483,31422,32317,-2.8,12.6,0.255,0.727,0.025,3.4,73.2,19,14307,40.4,54.5
Lincoln County,0.293424603,4458,10550,15193,MS,0.341117248,0.65252045,34775,34869,-0.3,15.6,0.677,0.31,0.011,2,82.8,16.8,19566,23.5,59.5
Lowndes County,0.459246589,11545,13124,25139,MS,0.487841453,0.502512766,59730,59779,-0.1,14.4,0.539,0.44,0.019,4.1,82,21.4,20951,25.4,118.3
Madison County,0.407520867,18358,25607,45048,MS,0.418026669,0.575074136,101688,95203,6.8,12.3,0.581,0.383,0.028,5.8,89.2,45.8,33170,12.7,133.2
Marion County,0.312155903,3572,7697,11443,MS,0.347160583,0.644687981,25868,27081,-4.5,16.6,0.66,0.324,0.014,1.4,74.3,13.2,18126,28.2,49.9
Marshall County,0.540481698,7944,6525,14698,MS,0.593581562,0.39923177,36234,37139,-2.4,15,0.509,0.476,0.033,2.8,73.9,11.2,17978,22.2,52.6
Monroe County,0.347569862,5485,10107,15781,MS,0.416344035,0.575436298,36003,36989,-2.7,17.6,0.678,0.308,0.011,1.3,76.7,13.1,18167,21.6,48.3
Montgomery County,0.426477655,1775,2334,4162,MS,0.467027252,0.529020179,10400,10925,-4.8,19,0.532,0.455,0.012,0.3,72.7,13.1,15523,31.1,26.8
Neshoba County,0.255604522,2668,7613,10438,MS,0.278236915,0.713682277,29465,29673,-0.7,14.7,0.604,0.212,0.02,11.1,77.2,12.6,18693,24.1,52.1
Newton County,0.296602281,2549,5929,8594,MS,0.339528709,0.653722757,21832,21720,0.5,16.2,0.634,0.303,0.017,4.4,83.3,14.7,18864,18.6,37.6
Noxubee County,0.781870711,4330,1181,5538,MS,0.785440613,0.211526181,11115,11545,-3.7,15.7,0.269,0.717,0.011,2.5,65.5,11.2,12780,34.6,16.6
Oktibbeha County,0.486099932,7851,7671,16151,MS,0.501843635,0.482969814,49414,47671,3.7,10.3,0.582,0.372,0.017,5.5,86.4,42.6,20202,33.7,104
Panola County,0.491450114,7300,7371,14854,MS,0.5395816,0.453405444,34444,34699,-0.7,14.2,0.487,0.497,0.018,0.5,75.8,14.3,18073,25.3,50.7
Pearl River County,0.154501667,2919,15530,18893,MS,0.191242853,0.794262213,55224,55747,-0.9,17.2,0.844,0.128,0.03,2.2,83.2,13.2,20549,22.2,68.9
Perry County,0.224594993,1220,4135,5432,MS,0.26714738,0.722827999,12227,12250,-0.2,17.2,0.779,0.202,0.013,0.7,80,8.2,17183,21,18.9
Pike County,0.488453912,7636,7748,15633,MS,0.533822939,0.458201847,40058,40407,-0.9,15.6,0.457,0.525,0.013,2.7,78.2,15.8,18183,27.5,98.8
Pontotoc County,0.179747693,2123,9442,11811,MS,0.225542598,0.761499838,30950,29957,3.3,13.9,0.822,0.156,0.063,5.1,76.4,12,18576,14,60.2
Prentiss County,0.209401276,2067,7647,9871,MS,0.280773448,0.705172929,25428,25276,0.6,17,0.842,0.142,0.013,1.4,72.7,11.4,16589,24.2,60.9
Quitman County,0.686847599,2303,998,3353,MS,0.712993214,0.280472481,7678,8223,-6.6,15,0.29,0.691,0.01,2.7,68,13.7,13954,40.7,20.3
Rankin County,0.223955277,13741,46168,61356,MS,0.234789544,0.753898239,148070,142061,4.2,13.3,0.772,0.202,0.026,4.2,88.9,28.5,26897,11.5,182.6
Scott County,0.405290362,3999,5742,9867,MS,0.451058201,0.541194255,28461,28264,0.7,13.7,0.59,0.381,0.107,9.2,72.3,9.6,16789,24.7,46.4
Sharkey County,0.669781931,1290,619,1926,MS,0.69574845,0.298937112,4647,4916,-5.5,16.1,0.292,0.696,0.017,0.9,77.3,21.1,15744,31.2,11.4
Simpson County,0.339085494,3871,7393,11416,MS,0.385582497,0.606090293,27463,27502,-0.1,15.6,0.626,0.357,0.016,2.2,78.3,14.7,18314,22.6,46.7
Smith County,0.21148756,1598,5877,7556,MS,0.244351154,0.746882331,16188,16489,-1.8,17.2,0.755,0.236,0.015,1.5,80.8,13.2,20334,23.6,25.9
Stone County,0.219849246,1400,4810,6368,MS,0.263049853,0.721994135,17875,17786,0.5,14.3,0.782,0.198,0.017,1.5,84.5,13.6,18576,18,39.9
Sunflower County,0.697427174,6560,2768,9406,MS,0.726603001,0.264392906,27496,29450,-6.6,11.6,0.258,0.73,0.015,2.4,70.2,13,12588,36.1,42.2
Tallahatchie County,0.568483816,3337,2462,5870,MS,0.603174603,0.389753261,14761,15378,-4,13.5,0.413,0.564,0.062,10.6,65.7,8.5,12747,30.2,23.8
Tate County,0.334006497,3804,7385,11389,MS,0.401969404,0.586073501,28204,28882,-2.3,15,0.667,0.313,0.025,2.5,79.9,15.4,20431,18.5,71.4
Tippah County,0.19774691,1808,7182,9143,MS,0.250222025,0.735457371,22039,22232,-0.9,15.8,0.813,0.167,0.048,4.6,75.8,10.3,18493,25.5,48.6
Tishomingo County,0.119133574,990,7117,8310,MS,0.206751592,0.773248408,19420,19596,-0.9,19.6,0.957,0.028,0.026,3.7,76.8,11.3,18338,17.6,46.2
Tunica County,0.744152469,2577,840,3463,MS,0.790943219,0.203425622,10598,10778,-1.7,10.2,0.222,0.756,0.024,4.7,76.8,15.4,15549,30.3,23.7
Union County,0.17311412,1969,9161,11374,MS,0.239501882,0.749010522,28097,27134,3.5,15.7,0.828,0.151,0.046,4.7,76.1,14.8,19273,23.5,65.3
Walthall County,0.418852598,2475,3374,5909,MS,0.452915998,0.536650615,14859,15443,-3.8,17.7,0.542,0.438,0.018,2.1,74.8,12.6,16850,25.3,38.2
Warren County,0.465795374,8518,9420,18287,MS,0.509496114,0.483298163,47983,48773,-1.6,14.6,0.496,0.482,0.02,3.1,83.4,24.7,22362,24.4,82.9
Washington County,0.675794386,9847,4541,14571,MS,0.711209663,0.284180428,48958,51135,-4.3,13.6,0.27,0.714,0.013,3.3,75.5,18.7,16671,37.3,70.6
Wayne County,0.366372981,3493,5957,9534,MS,0.400817996,0.59207323,20490,20747,-1.2,15.7,0.592,0.394,0.015,2,72.7,10.2,18928,28.4,25.6
Webster County,0.199243631,1001,3949,5024,MS,0.225518672,0.764315353,9972,10252,-2.7,16.6,0.787,0.197,0.013,1.3,81.3,19,18728,24.9,24.4
Wilkinson County,0.677048395,2826,1305,4174,MS,0.693723454,0.300849457,9191,9878,-7,15.5,0.289,0.702,0.007,1,71.9,11.8,18717,27.8,14.6
Winston County,0.430737658,3778,4874,8771,MS,0.467001435,0.527464644,18478,19198,-3.8,17.4,0.515,0.463,0.012,0.5,79.5,15.8,18501,29.8,31.6
Yalobusha County,0.424892704,2574,3366,6058,MS,0.474177658,0.51819482,12276,12678,-3.2,18.3,0.598,0.385,0.017,0.9,77.5,13.2,18750,22.2,27.1
Yazoo County,0.527800243,5221,4568,9892,MS,0.573113425,0.420160324,27817,28065,-0.9,12.4,0.408,0.574,0.056,7.3,74.1,11.9,14291,35.5,30.4
Beaverhead County,0.238451668,1115,3243,4676,MT,0.283638661,0.684565172,9345,9246,1.1,19.8,0.951,0.004,0.037,2.1,93.1,27.2,22872,15.1,1.7
Big Horn County,0.496865959,2061,1833,4148,MT,0.620477965,0.362859022,13282,12865,3.2,11.4,0.319,0.004,0.056,29.9,84.5,15.5,15695,25.5,2.6
Blaine County,0.45288058,1187,1259,2621,MT,0.564265537,0.412782486,6619,6491,2,14.2,0.482,0.002,0.023,4.6,87.4,15.9,17437,28.8,1.5
Broadwater County,0.182757507,566,2329,3097,MT,0.253244592,0.71547421,5667,5615,0.9,20.9,0.962,0.005,0.025,1.2,89.4,19.4,24270,10.5,4.7
Carbon County,0.307952051,1824,3729,5923,MT,0.366172925,0.605063727,10399,10075,3.2,22.3,0.967,0.005,0.023,3.9,92.8,27.6,27599,11.1,4.9
Carter County,0.09009009,70,677,777,MT,0.120906801,0.853904282,1169,1160,0.8,25.2,0.98,0.001,0.012,2.4,92.8,16.4,24921,13.7,0.3
Cascade County,0.35669261,12053,19343,33791,MT,0.440298068,0.531308907,82344,81327,1.3,16.9,0.889,0.017,0.041,4.2,90.8,24.6,24727,14.9,30.1
Chouteau County,0.283547258,729,1676,2571,MT,0.345577746,0.62446505,5894,5813,1.4,18.1,0.77,0.002,0.022,2.6,91.1,22.9,21737,21.7,1.5
Custer County,0.227793975,1172,3638,5145,MT,0.341829085,0.628373313,12092,11699,3.4,18.7,0.95,0.006,0.03,4.5,90.9,19.7,23910,13.3,3.1
Daniels County,0.175420168,167,729,952,MT,0.235764236,0.734265734,1793,1751,2.4,25.2,0.953,0.003,0.02,4.1,94.4,22.9,31449,10.1,1.2
Dawson County,0.182918315,786,3298,4297,MT,0.275979171,0.684627575,9518,8963,6.2,16.8,0.949,0.005,0.027,1.4,89.3,18.1,26126,16,3.8
Deer Lodge County,0.492315199,2018,1736,4099,MT,0.641787659,0.324637024,9150,9294,-1.5,20.7,0.93,0.004,0.031,2.4,89.1,18.1,22052,20.5,12.6
Fallon County,0.104477612,154,1276,1474,MT,0.168691923,0.802716226,3108,2890,7.5,15.7,0.971,0.002,0.017,1.3,92.7,16.1,28563,5.9,1.8
Fergus County,0.206848841,1196,4235,5782,MT,0.269358041,0.702018531,11442,11586,-1.2,23,0.959,0.005,0.024,3.5,92.3,25.5,24429,13.8,2.7
Flathead County,0.286776179,13233,30079,46144,MT,0.318709525,0.652160603,94924,90928,4.4,17.2,0.952,0.004,0.027,3,93.8,28.4,25790,14.2,17.9
Gallatin County,0.457723936,23879,23360,52169,MT,0.457071297,0.510496041,97308,89510,8.7,11.2,0.951,0.004,0.031,4.2,96.1,46,28939,14.1,34.4
Garfield County,0.047552448,34,653,715,MT,0.094285714,0.888571429,1309,1209,8.3,22.6,0.987,0.003,0.012,1.3,91.7,13,25921,10.5,0.3
Glacier County,0.619038036,3076,1598,4969,MT,0.649405178,0.324469326,13696,13399,2.2,10.9,0.336,0.002,0.027,10.7,83.5,18.4,15604,33.7,4.5
Golden Valley County,0.151709402,71,365,468,MT,0.229645094,0.732776618,852,884,-3.6,24.5,0.945,0.007,0.041,0.6,88.6,20.3,23508,20.7,0.8
Granite County,0.266174801,469,1185,1762,MT,0.312609971,0.649266862,3209,3079,4.2,28.9,0.965,0.004,0.021,2.8,88.2,26.5,26277,15.1,1.8
Hill County,0.370253663,2350,3446,6347,MT,0.499038035,0.463667308,16596,16096,3.1,14.1,0.727,0.006,0.033,6.2,91.6,22.6,21376,18.9,5.6
Jefferson County,0.302218822,1975,4099,6535,MT,0.34761171,0.622804314,11558,11406,1.3,18.7,0.948,0.004,0.023,1.8,94.3,33.5,30397,7.8,6.9
Judith Basin County,0.195121951,232,867,1189,MT,0.277227723,0.702970297,1991,2072,-3.9,22.5,0.979,0.001,0.017,3.3,93.4,29.7,24260,12.4,1.1
Lake County,0.364630175,4703,7453,12898,MT,0.434402554,0.538461538,29099,28746,1.2,19.7,0.682,0.004,0.041,6.3,90.2,24.8,21521,22.4,19.3
Lewis and Clark County,0.425290085,14331,16665,33697,MT,0.4686062,0.504752967,65856,63395,3.9,16.2,0.941,0.005,0.03,3.6,94.7,37.5,28400,10.4,18.3
Liberty County,0.21601686,205,695,949,MT,0.261444557,0.710071211,2359,2339,0.9,19.8,0.981,0.003,0.007,25.4,75.5,20.6,25522,21,1.6
Lincoln County,0.220540541,2040,6720,9250,MT,0.286841809,0.681587552,19125,19687,-2.9,24.8,0.957,0.004,0.028,3,86.8,18.3,21719,17.9,5.4
Madison County,0.249575191,1175,3280,4708,MT,0.284859233,0.69053425,7820,7691,1.7,26.3,0.968,0.005,0.029,2.3,94.8,32.7,33062,8.7,2.1
McCone County,0.145833333,154,858,1056,MT,0.223684211,0.751012146,1694,1734,-2.3,22.5,0.97,0.006,0.014,0.9,94.4,18.6,27161,7.4,0.7
Meagher County,0.196907216,191,728,970,MT,0.276748971,0.689300412,1853,1891,-2,26.2,0.969,0.003,0.018,1.8,89.8,17.4,20288,13.6,0.8
Mineral County,0.260891591,515,1322,1974,MT,0.347436536,0.603285217,4257,4223,0.8,26.6,0.937,0.005,0.028,0.6,89.2,12.1,19859,18.4,3.5
Missoula County,0.536746346,30740,21699,57271,MT,0.579041331,0.392175026,112684,109299,3.1,13.6,0.921,0.006,0.031,4.6,94.5,39.1,25764,16.5,42.1
Musselshell County,0.137687188,331,1961,2404,MT,0.204844879,0.76158096,4589,4538,1.1,21.3,0.956,0.006,0.034,5,89.3,13.6,23022,13,2.4
Park County,0.388803004,3521,4872,9056,MT,0.43178133,0.537062775,15880,15636,1.6,19.5,0.961,0.003,0.028,4,93.2,33.6,24611,12.3,5.6
Petroleum County,0.094043887,30,276,319,MT,0.16442953,0.805369128,485,494,-1.8,21,0.984,0,0.012,0.8,96,15.4,22714,11.1,0.3
Phillips County,0.146716348,315,1715,2147,MT,0.211400359,0.757630162,4192,4253,-1.4,20.5,0.872,0.001,0.021,1.2,91.8,15.9,22890,14,0.8
Pondera County,0.273774146,737,1786,2692,MT,0.358357988,0.61612426,6219,6153,1.1,19.6,0.823,0.003,0.018,9,87,20.5,22256,17.5,3.8
Powder River County,0.121298949,127,880,1047,MT,0.166830226,0.817468106,1783,1743,2.3,23.6,0.959,0.001,0.02,1.8,93.1,19.9,28528,9.2,0.5
Powell County,0.19833815,549,2017,2768,MT,0.319942092,0.650741947,6909,7027,-1.7,18.5,0.923,0.011,0.023,5,90.3,17.8,19736,15.3,3
Prairie County,0.145772595,100,555,686,MT,0.238231098,0.738944365,1148,1179,-2.6,30,0.948,0.003,0.021,4.6,86.8,16.9,20644,21.5,0.7
Ravalli County,0.27947242,6166,14673,22063,MT,0.326615144,0.647421326,41030,40212,2,23.1,0.957,0.005,0.033,3.8,92.1,24.5,22872,16.8,16.8
Richland County,0.139027431,669,3885,4812,MT,0.215558453,0.755975663,11576,9746,18.8,13,0.946,0.005,0.048,3.6,90.2,17.7,32036,14.2,4.7
Roosevelt County,0.431440046,1504,1722,3486,MT,0.564953013,0.415422886,11332,10425,8.7,10.5,0.381,0.003,0.025,3.1,83.9,13.7,16888,26.6,4.4
Rosebud County,0.288650581,969,2211,3357,MT,0.409418283,0.563711911,9326,9235,1,13.6,0.597,0.003,0.041,8.4,89.1,22.3,22229,17.3,1.8
Sanders County,0.206268097,1211,4268,5871,MT,0.291440217,0.674422554,11364,11413,-0.4,26,0.918,0.003,0.025,3.6,87.2,16.7,19188,22,4.1
Sheridan County,0.260821918,476,1237,1825,MT,0.344270833,0.6265625,3696,3384,9.2,20.8,0.95,0.004,0.022,2,90.7,23.4,31378,11.8,2
Silver Bow County,0.530021089,8545,6252,16122,MT,0.648853584,0.323403743,34680,34204,1.4,17.3,0.944,0.005,0.042,4.1,90.9,22.2,23562,19.1,47.6
Stillwater County,0.187707641,904,3630,4816,MT,0.265131579,0.709868421,9290,9117,1.9,20.1,0.963,0.003,0.033,1.5,92.5,22.1,28868,7.8,5.1
Sweet Grass County,0.191622532,398,1580,2077,MT,0.224703088,0.752494062,3665,3651,0.4,23.5,0.968,0.001,0.02,2.6,91.7,27.1,22743,13.5,2
Teton County,0.255488387,803,2152,3143,MT,0.330153846,0.643384615,6064,6073,-0.1,22,0.96,0.001,0.014,3.9,90.4,24.5,22799,15.1,2.7
Toole County,0.197720515,399,1495,2018,MT,0.276879163,0.685061846,5150,5324,-3.3,15.6,0.91,0.008,0.03,7,88.1,14.6,23162,16.3,2.8
Treasure County,0.133786848,59,350,441,MT,0.251655629,0.699779249,692,718,-3.6,27,0.949,0.001,0.027,6.9,86.4,21.3,23948,11.3,0.7
Valley County,0.229533679,886,2697,3860,MT,0.359067358,0.605440415,7640,7369,3.7,20.8,0.871,0.004,0.022,1.8,91,17.1,25685,13.5,1.5
Wheatland County,0.192060086,179,698,932,MT,0.275025278,0.697674419,2102,2168,-3,23.9,0.954,0.004,0.017,18.5,80.4,19.2,17336,11.2,1.5
Wibaux County,0.103189493,55,460,533,MT,0.045955882,0.773897059,1121,1017,10.2,24.6,0.977,0.001,0.025,0.3,84,19.6,27492,13.3,1.1
Yellowstone County,0.32650947,21117,38675,64675,MT,0.383235367,0.589562579,155634,147975,5.2,15.3,0.913,0.008,0.052,4,92.3,28.7,27761,12.3,56.2
Alamance County,0.422557173,29268,38235,69264,NC,0.425297878,0.565923347,155792,151241,3,16.1,0.755,0.195,0.121,11.8,83,21.7,23166,18.3,356.5
Alexander County,0.208206096,3750,13826,18011,NC,0.269109027,0.715533411,37392,37193,0.5,18.9,0.912,0.059,0.044,5,79.3,11.7,20440,17.2,143.1
Alleghany County,0.24932873,1300,3789,5214,NC,0.313233831,0.672238806,10879,11155,-2.5,24.5,0.954,0.019,0.095,8,79.4,18.3,19510,19.8,47.5
Anson County,0.556571099,5785,4480,10394,NC,0.622651734,0.372561416,25765,26948,-4.4,16.4,0.481,0.486,0.035,4.9,76.3,10.2,16752,24.2,50.7
Ashe County,0.264133739,3476,9353,13160,NC,0.328367772,0.657296172,27126,27281,-0.6,23.6,0.972,0.01,0.053,4.6,81.4,19.5,20838,21.1,64
Avery County,0.20719603,1670,6226,8060,NC,0.243045579,0.745461669,17773,17795,-0.1,20.3,0.936,0.044,0.047,6,81.5,20.4,21598,18,72
Beaufort County,0.368617314,8699,14478,23599,NC,0.400502812,0.593062894,47585,47773,-0.4,21.6,0.718,0.253,0.075,6.2,81.7,18.3,21636,21,57.7
Bertie County,0.62228145,5837,3476,9380,NC,0.65757972,0.33869832,20106,21293,-5.6,19.8,0.362,0.614,0.017,2.1,72.6,10.6,17096,23.4,30.4
Bladen County,0.445975989,7021,8511,15743,NC,0.506207571,0.48602532,34657,35190,-1.5,18.7,0.607,0.346,0.077,6.4,74.7,10.5,19154,25.8,40.2
Brunswick County,0.343721656,23117,42440,67255,NC,0.384873212,0.606949197,118836,107431,10.6,27,0.854,0.112,0.048,6.3,86.3,25.1,26839,16.6,126.8
Buncombe County,0.557123421,74937,55339,134507,NC,0.555193699,0.431288183,250539,238307,5.1,18.1,0.896,0.065,0.065,7.4,89,33.8,26159,17.1,362.9
Burke County,0.290398002,10930,25741,37638,NC,0.375927567,0.612166353,89486,90914,-1.6,18.4,0.864,0.068,0.058,8.8,76.7,16.6,19701,20,179.3
Cabarrus County,0.385134393,35048,53224,91002,NC,0.393632118,0.59585178,192103,178182,7.8,12.5,0.774,0.171,0.1,10.6,86.4,25.1,25247,13.2,492.1
Caldwell County,0.235068677,8403,26499,35747,NC,0.314374745,0.671821306,81484,83029,-1.9,17.8,0.921,0.051,0.05,4.7,75.7,12.5,19228,19.5,176.1
Camden County,0.256327192,1266,3527,4939,NC,0.322123894,0.662610619,10331,9980,3.5,14.9,0.822,0.126,0.026,4.4,86.3,18.8,25620,6,41.5
Carteret County,0.265608494,9806,26228,36919,NC,0.290314315,0.70031887,68811,66469,3.5,21.8,0.897,0.062,0.043,4.7,88.3,23.9,27496,14.4,131.3
Caswell County,0.432620067,4549,5758,10515,NC,0.482768256,0.50959389,23082,23719,-2.7,19.6,0.64,0.335,0.036,3.2,73.2,9,17975,22.6,55.8
Catawba County,0.296207697,21050,48062,71065,NC,0.346646986,0.642325837,154534,154356,0.1,16.2,0.847,0.089,0.089,10.9,82.3,21,23232,15.2,387.1
Chatham County,0.536156602,20953,17012,39080,NC,0.519156925,0.47154194,68698,63494,8.2,23.6,0.822,0.131,0.128,14.9,85.8,36.4,31175,12.4,93.1
Cherokee County,0.202669553,2809,10711,13860,NC,0.263016936,0.724773533,27141,27444,-1.1,26.7,0.938,0.016,0.028,4.2,81.9,16.7,18340,17.9,60.3
Chowan County,0.417135622,2965,3983,7108,NC,0.472386853,0.521551724,14572,14793,-1.5,22.4,0.632,0.342,0.032,4.1,79.7,20.1,19240,29,85.8
Clay County,0.229736619,1352,4395,5885,NC,0.281294707,0.706723891,10581,10587,-0.1,28.2,0.968,0.011,0.03,2.5,86.9,20.6,22081,24.3,49.3
Cleveland County,0.337494619,14896,28394,44137,NC,0.393352452,0.597997273,97076,98083,-1,17.1,0.761,0.209,0.031,4,82,16.3,20062,19.3,211.3
Columbus County,0.383052147,8991,14177,23472,NC,0.456884707,0.535578965,56953,58098,-2,17.7,0.639,0.305,0.049,5.8,79.2,12.2,19275,25,62
Craven County,0.378122905,17481,27556,46231,NC,0.407063727,0.584709883,104510,103505,1,17.1,0.722,0.217,0.071,7.7,87.2,21,24260,16.6,146
Cumberland County,0.566896031,70523,50593,124402,NC,0.594732418,0.39805063,326328,319431,2.2,10.8,0.532,0.376,0.11,11,89.2,22.7,23067,17,489.7
Currituck County,0.231747565,2879,9070,12423,NC,0.315699812,0.666278131,24976,23547,6.1,14.9,0.904,0.061,0.037,4,85,18.4,25854,9.8,89.9
Dare County,0.372402546,7079,11283,19009,NC,0.41205859,0.573521063,35104,33920,3.5,18.7,0.94,0.03,0.068,7.5,91.5,30.6,30529,8.8,88.5
Davidson County,0.240623221,17328,52870,72013,NC,0.289896277,0.699131354,164072,162878,0.7,16.8,0.869,0.094,0.068,7.6,80.4,17.6,22549,16.3,294.7
Davie County,0.244871194,5228,15502,21350,NC,0.276814575,0.713488099,41434,41222,0.5,19.3,0.904,0.065,0.064,7.4,85.4,24.9,26319,13.4,156.2
Duplin County,0.397844765,8196,12151,20601,NC,0.43793865,0.55607362,59882,58505,2.4,15.8,0.702,0.26,0.216,19,71.4,10.4,17122,26.3,71.7
Durham County,0.789030377,118783,27879,150543,NC,0.759135912,0.231707317,294460,269974,9.1,11.1,0.53,0.386,0.134,19.4,86.9,45.1,29347,18.5,935.7
Edgecombe County,0.655173813,16152,8219,24653,NC,0.68027287,0.316633117,54933,56551,-2.9,16.9,0.401,0.577,0.042,3.9,79.5,10.5,16971,25.2,111.9
Forsyth County,0.536134347,92488,74793,172509,NC,0.531566975,0.45944456,365298,350670,4.2,14.4,0.675,0.271,0.126,14.1,87,31.9,26541,18.6,859.2
Franklin County,0.428432881,12811,16320,29902,NC,0.474607078,0.516055455,62860,60594,3.7,15.2,0.698,0.268,0.08,7.9,81.2,17.1,21399,16.1,123.3
Gaston County,0.326566321,30982,61467,94872,NC,0.367065307,0.622693501,211127,206083,2.4,15.1,0.802,0.161,0.064,7.4,81,18,22658,17.9,578.8
Gates County,0.445007508,2371,2851,5328,NC,0.516949153,0.476836158,11567,12186,-5.1,17.8,0.637,0.332,0.02,1.5,83.3,11.6,21187,19.6,35.8
Graham County,0.185881778,761,3260,4094,NC,0.28516624,0.701534527,8644,8861,-2.4,22.3,0.897,0.004,0.032,4.1,78.6,14.4,19780,21.1,30.3
Granville County,0.476485884,12827,13500,26920,NC,0.518988799,0.473070431,58500,57532,1.7,15.3,0.647,0.321,0.076,7.1,81.1,16.4,22295,15.4,112.7
Greene County,0.44552602,3570,4358,8013,NC,0.458994386,0.536123993,21093,21362,-1.3,14.8,0.592,0.366,0.147,15.3,76,11.6,18441,23.3,80.3
Guilford County,0.586896587,147949,97461,252087,NC,0.578394539,0.413328085,512119,488406,4.9,13.8,0.584,0.34,0.076,12.5,87.9,33.2,26461,18.1,756.4
Halifax County,0.628672481,15642,8954,24881,NC,0.658179132,0.337661328,52970,54691,-3.1,18.3,0.408,0.532,0.027,2.6,75.8,11.8,17937,27.4,75.5
Harnett County,0.365965966,16452,27278,44955,NC,0.398129561,0.592069527,126666,114678,10.5,11.2,0.721,0.215,0.119,11,84.4,18.5,20310,17.2,192.7
Haywood County,0.345337578,10414,18844,30156,NC,0.424220528,0.561906138,59471,59036,0.7,23.7,0.965,0.012,0.037,3.5,86.1,23.1,24536,16.6,106.6
Henderson County,0.346136244,19664,35535,56810,NC,0.356401917,0.632397375,111149,106742,4.1,24.5,0.93,0.034,0.099,10.6,87.5,27.7,25670,14.1,286.1
Hertford County,0.681782178,6886,3081,10100,NC,0.718818985,0.276030169,24308,24658,-1.4,17.5,0.363,0.598,0.038,5.7,77.5,15.4,17863,26,69.9
Hoke County,0.538353785,9608,7676,17847,NC,0.590178571,0.400059524,51611,46952,9.9,8.4,0.504,0.343,0.125,12.7,84,17.2,18761,22.9,120.2
Hyde County,0.420589529,956,1275,2273,NC,0.490670059,0.501696353,5676,5810,-2.3,17.7,0.68,0.296,0.08,5.3,78.8,10.7,18408,25.6,9.5
Iredell County,0.302761158,24441,54164,80727,NC,0.342546395,0.647699374,166675,159440,4.5,14.6,0.831,0.122,0.073,8.6,85.9,23.9,26467,13.8,277.8
Jackson County,0.42012886,7564,9706,18004,NC,0.48634936,0.496738343,40981,40271,1.8,17.7,0.852,0.023,0.051,8.4,85,27.9,21014,21.8,82.1
Johnston County,0.332962757,28153,54082,84553,NC,0.355849042,0.634114258,181423,168878,7.4,12.3,0.804,0.16,0.134,12.1,83.2,20.4,22410,17.2,213.4
Jones County,0.405040683,2041,2941,5039,NC,0.449730354,0.544106317,10076,10153,-0.8,21.7,0.659,0.311,0.044,5.1,83.8,11.1,20105,16.7,21.6
Lee County,0.420651645,10380,13625,24676,NC,0.444411765,0.546218487,59662,57866,3.1,15,0.752,0.201,0.195,18.3,80.2,20.2,21449,18.9,227
Lenoir County,0.460862745,11752,13354,25500,NC,0.489962198,0.50511983,58485,59495,-1.7,17.9,0.563,0.41,0.075,6.7,79,14,19760,23.7,148.5
Lincoln County,0.249334584,9836,28653,39449,NC,0.300558415,0.689368225,79829,78265,2,15.9,0.917,0.058,0.072,7.6,83.6,19.4,25550,15.6,262.7
